scraper,timestamp,status,note,output_file
inm24,2025-09-17T13:23:51.854182,executed_with_adapter,Ejecutado correctamente (sin archivo legacy detectado),data/Inmuebles24/Zapopan/renta/Casas/Sep25/08/Inmuebles24_Zapopan_renta_Casas_Sep25_08.csv
