scraper,timestamp,status,note,output_file
prop,2025-09-17T13:22:25.802422,executed_with_adapter,Ejecutado correctamente (sin archivo legacy detectado),data/propiedades.com/Zapopan/Rentar/Terrenos Industriales/Sep25/08/propiedades.com_Zapopan_Rentar_Terrenos Industriales_Sep25_08.csv
